node,Green LED,Yellow LED,Red LED,Idle,TRX_OFF,PLL_ON,RX_ON,TX TX_PWR 0,TX TX_PWR 1,TX TX_PWR 2,TX TX_PWR 3,TX TX_PWR 4,TX TX_PWR 5,TX TX_PWR 6,TX TX_PWR 7,TX TX_PWR 8,TX TX_PWR 9,TX TX_PWR 10,TX TX_PWR 11,TX TX_PWR 12,TX TX_PWR 13,TX TX_PWR 14,TX TX_PWR 15
372,131.1030025556527,131.60390039679874,132.08158804143125,123.75325860909335,126.19778677608123,143.87797612321768,166.45822639225182,170.23155598897034,169.04049468657516,167.91953258457195,166.8638231772935,165.73867765148972,164.37652511937588,163.47336693792454,161.93175746569813,160.67763848533767,159.37109894396986,157.60917372881354,156.45558044121606,155.16315939202366,153.30260273051317,152.19856006187786,150.18591707021793
373,139.97251449322778,140.72897782139353,139.69388636660997,131.61657998037293,137.09461820323236,157.11456670810705,176.62660671290237,179.4298853703219,178.39680183186132,176.75598580214603,176.36758474021724,174.5362375997906,172.94460125629786,172.71886593823604,170.29554824991823,169.70173130520118,168.0760015702696,166.0007236144736,165.52403055682785,163.7202932478409,161.9050503107622,160.92533252649486,153.7647884061764
374,130.4585961329715,131.05181568414625,128.78722725730955,122.76282999796486,129.7931339213026,149.1384905365986,167.47080354114374,171.4099302625331,170.20754887728103,169.2492569025168,167.9804480396147,166.41334210704835,165.26336571467334,163.91475708859042,162.36507604640119,161.15744847703684,159.2889983040499,158.04768475680072,156.3673044569568,154.79463462451668,153.55461881826199,151.05034454921645,141.62269398276914
375,131.2686377454937,131.34437976726983,131.91576002152271,123.21949764595104,125.90815380994013,144.92578974979824,166.3795262308313,168.7423203282658,167.52663895614742,167.01979136400323,165.62056608596222,165.28899004506624,163.74061393596983,162.52088122940344,161.0531193999731,160.05404391982782,158.45135929513046,157.65797336561744,156.25619963677946,154.39402058111378,153.90893966908797,151.91845214232862,151.012560330912
376,131.4859229679595,131.6916774367622,131.5520760151086,123.8094114393633,127.6755142992041,145.78187082630689,166.3435202698145,170.28520578713068,169.16030086346467,168.13602617200672,167.03245072512647,165.94876559865094,164.72654913996627,163.3632323102867,162.11255854579792,160.80623338954467,159.3950205733558,158.0768355480607,156.6010197639123,155.14685139966275,153.72521168375604,152.19925482260894,148.3928629342327
377,126.70436176644542,132.64118617335876,130.01082465825448,124.24613834121978,132.89704048370135,152.55967652471082,168.78740684760464,171.79670020371952,170.6298419426919,169.6802429679285,168.32561490438326,167.1674197555205,165.94400584910622,164.59459529442694,163.21786304790697,161.91467475026292,160.39970616456364,159.05300795163302,157.40553571663267,156.01205323343848,154.38400328601472,152.7995868436617,140.9654361198738
378,131.4659217835766,131.8226199381138,128.61227459815726,123.64691834813021,133.05574840271706,152.62501499865482,167.83516561280777,170.74169991256977,168.84181429916597,168.2406981906235,166.99929818426364,165.86358115288897,165.15887993542745,162.77730759919305,161.78743364498558,160.7476173404184,159.09604627076467,158.16013580412996,155.61680764057036,154.50120418319995,153.42209800887935,151.0421906779661,139.2871957091936
379,129.9683960889822,130.05869400879325,130.42800275608636,122.03179093116346,126.80149104271935,144.5745922693267,165.72608806352127,167.90666047640923,167.44564308681672,166.32222691777676,165.00556178226918,163.80026031891853,162.2948180983004,161.42415519391034,160.0994058009056,158.66864695846186,157.1785791062406,155.35416536518142,154.75901502723275,153.03277833191157,151.42110683115692,149.7870994159722,145.5114499639084
380,133.575303228022,133.60331010309278,133.28622032967033,125.217281443299,129.99608179945056,148.95421704467353,168.05758125,174.2275864697802,172.72247621993125,171.88608942307692,170.7927036426117,169.06139593211023,168.11345755494506,166.6433202749141,164.83670048076922,163.7455165521978,162.31582446735396,160.8099015796703,159.18963051546393,157.13435433557788,156.10281826923077,153.81387615120275,149.61232740384614
4,131.05527762263236,130.5441351909185,129.9007649951433,123.6851055795034,127.41598579407479,145.31221897765906,163.61558444633317,168.40590893637685,167.08852868329996,165.51419111219042,164.7790470523951,163.33110459539853,163.48693898737255,161.62826025983486,160.1689765662943,158.67200455318115,157.05124119718315,157.20810703011173,155.12845137202524,153.1368044560466,151.68143655900923,150.27816306459445,146.82967067322284
40,135.57715424044736,135.53659341775176,137.27625833233782,127.61323451036624,130.86498266690577,149.11267513145316,169.6693051191685,174.2114368056385,174.2127180145741,172.70542014096284,170.98738477624426,169.9459601386482,169.52901386647542,168.04635175669216,166.1238158303465,164.92763445227573,164.51366055429457,162.46759323856173,160.65840984585972,159.71237303531944,158.64594829956366,156.46081493875113,154.52121117084826
